StayDate,ProductID,InventoryType,Quantity,AvgPrice,GrossRevenue,Cost,Profit
8/4/24,713,HOTEL,72,31.202,2201.58,1650.54,330.21
8/4/24,715,HOTEL,18,240.2337,4364.77,3369.5,544.41
8/4/24,7787,SHOW,95,94.5062,9143.35,6568.93,2574.42
8/4/24,7911,SHOW,15,67.552,987.2,663.4,323.8
8/4/24,4153,SHOW,35,67.6064,2310.06,1539.4,770.66
8/4/24,926,SHOW,39,115.4654,4190.64,3157.95,1032.69
8/4/24,7389,SHOW,90,90.6544,8203.04,6149,2054.04
8/4/24,7688,SHOW,77,86.84,6701.86,4355.35,2346.51
8/4/24,788,HOTEL,2,57.26,114.52,81.57,22.03
8/4/24,54,SHOW,471,130.0235,61427.74,48226.24,13201.5
8/4/24,118,SHOW,140,63.9308,8463.56,5494.6,2968.96
8/4/24,723,HOTEL,1,61.47,61.47,46.24,9.22
8/4/24,8380,SHOW,32,78.9557,2458.63,1637.12,821.51
8/4/24,8282,SHOW,507,156.2173,75963.29,62033.15,13930.14
8/4/24,5894,SHOW,11,80.4575,853.31,553.63,299.68
8/4/24,787,HOTEL,105,93.7242,9303.52,7289.04,1039.19
8/4/24,599,SHOW,631,226.271,140675.8,116265.82,24409.98
8/4/24,7774,SHOW,113,69.3474,7784.98,5418.97,2366.01
8/4/24,7772,SHOW,59,81.9206,4617.06,3313.97,1303.09
8/4/24,891,HOTEL,1,205.55,205.55,154.1,30.83
8/4/24,7697,SHOW,60,77.5157,4581.23,3081.02,1500.21
8/4/24,743,HOTEL,17,52.4578,916.98,655.92,175.85
8/4/24,773,HOTEL,18,79.0225,1322.53,936.22,261.06
8/4/24,7937,SHOW,506,129.1236,60540.48,46616.34,13924.14
8/4/24,813,HOTEL,11,86.6738,944.89,711.03,138.74
8/4/24,8010,SHOW,8,141.36,1130.88,817.6,313.28
8/4/24,786,HOTEL,2,128.47,256.94,197.16,33.4
8/4/24,7741,HOTEL,40,76.1488,2690.38,2039.73,377.68
8/4/24,7479,SHOW,6,70.8,424.8,268.08,156.72
8/4/24,4369,HOTEL,169,30.2474,5984.53,4498.17,884.59
8/4/24,7657,SHOW,100,117.6844,11161.43,8442.24,2719.19
8/4/24,7754,SHOW,21,68.0914,1434.52,953.56,480.96
8/4/24,2685,SHOW,12,92.4825,1118.26,809,309.26
8/4/24,704,HOTEL,95,60.8735,5675.04,4273.4,829.9
8/4/24,737,HOTEL,158,29.3342,5010.85,3846.55,649.77
8/4/24,98,SHOW,298,98.7232,29012.64,22174.51,6838.13
8/4/24,8097,SHOW,76,73.7966,5632.38,4071.31,1561.07
8/4/24,93,SHOW,298,87.491,25832.61,19583.24,6249.37
8/4/24,816,HOTEL,25,181.888,4706.53,3610.69,612.72
8/4/24,1555,HOTEL,3,278.49,908.41,681.04,136.25
8/4/24,3807,SHOW,28,39.0325,805.41,491.88,313.53
8/4/24,783,HOTEL,17,91.646,1674.33,1289.69,212.06
8/4/24,7621,SHOW,27,58.1018,1501.95,1074.52,427.43
8/4/24,7073,SHOW,147,72.1926,9874.05,7066.49,2807.56
8/4/24,742,HOTEL,221,35.9212,8005.96,6067.07,1127.01
8/4/24,140,SHOW,567,105.0779,57537.69,42125.93,15411.76
8/4/24,3122,SHOW,536,163.2229,85302.97,66949.5,18353.47
8/4/24,4078,SHOW,57,40.984,2332.77,1474.35,858.42
8/4/24,756,HOTEL,93,25.4401,2443.29,2341.66,-211.68
8/4/24,2669,SHOW,69,205.0923,14379.82,10616.06,3763.76
8/4/24,7853,SHOW,102,101.656,9802.34,6772.83,3029.51
8/4/24,7750,SHOW,2,50.75,101.5,62.52,38.98
8/4/24,92,SHOW,63,84.5893,5273.93,3927.78,1346.15
8/4/24,726,HOTEL,57,34.767,2080.72,1561.88,309.84
8/4/24,8091,SHOW,84,37.44,3117.88,1971.2,1146.68
8/4/24,1104,HOTEL,1,201.48,201.48,133.28,50.37
8/4/24,4300,HOTEL,23,32.2264,775.06,590.81,105.25
8/4/24,8367,SHOW,16,126.105,2042.92,1495.34,547.58
8/4/24,720,HOTEL,6,46.655,279.93,210.6,41.97
8/4/24,798,HOTEL,1,67.8,67.8,51,10.17
8/4/24,5940,SHOW,298,95.401,29270.84,22011.97,7258.87
8/4/24,7795,SHOW,69,79.4047,5267.53,3532.74,1734.79
8/4/24,7757,HOTEL,36,113.6225,4338.18,3369.05,518.39
8/4/24,7773,SHOW,37,69.3964,2541.32,1805.95,735.37
8/4/24,774,HOTEL,75,45.68,3638.15,2796.43,467.65
8/4/24,7249,SHOW,54,112.1894,5522.16,3949.85,1572.31
8/4/24,784,HOTEL,3,55.15,165.45,124.46,24.82
8/4/24,7448,SHOW,124,43.5386,5061.22,3590.94,1470.28
8/4/24,792,HOTEL,11,43.0111,476.09,356.9,71.43
8/4/24,779,HOTEL,29,81.3175,2814.31,2170,353.97
8/4/24,748,HOTEL,6,69.7487,361.74,271.3,55.18
8/4/24,8322,SHOW,9,113.3475,996.66,764.74,231.92
8/4/24,8219,SHOW,25,47.0871,1168.55,749.18,419.37
8/4/24,722,HOTEL,7,288.4575,1902.52,1426.3,285.37
8/4/24,7602,SHOW,31,75.2371,2271.06,1657.77,613.29
8/4/24,800,HOTEL,16,124.5168,2332.35,1803.15,287.96
8/4/24,2414,HOTEL,21,161.1785,3178.67,2439.1,413.26
8/4/24,776,HOTEL,42,137.7296,6306.27,4855.54,801.04
8/4/24,741,HOTEL,6,36.8489,219.11,162.25,37.39
8/4/24,3578,SHOW,47,74.5615,3383.57,2242.87,1140.7
8/4/24,7765,HOTEL,7,125.1566,933.67,737.75,97.22
8/4/24,8024,HOTEL,1,207.14,207.14,155.29,31.07
8/4/24,7959,SHOW,14,98.836,1352.16,1003.64,348.52
8/4/24,8124,SHOW,4,80.74,322.96,232.4,90.56
8/4/24,627,SHOW,59,51.0423,3045.81,2004.05,1041.76
8/4/24,6996,SHOW,19,89.82,1653.35,1219.49,433.86
8/4/24,7525,SHOW,316,155.956,49202.06,38043.12,11158.94
8/4/24,1051,HOTEL,4,225.2516,845.37,648.66,109.91
8/4/24,81,SHOW,253,95.53,24041.42,18437.45,5603.97
8/4/24,7835,SHOW,210,105.2804,19484.04,15175.08,4308.96
8/4/24,8251,SHOW,16,62.08,967.2,633.76,333.44
8/4/24,785,HOTEL,7,59.3525,409.43,317.78,49.12
8/4/24,1699,HOTEL,4,123.5875,494.35,379.32,64.27
8/4/24,1815,SHOW,19,106.6142,2041.91,1491.68,550.23
8/4/24,751,HOTEL,1,154.81,154.81,115.43,23.22
8/4/24,1729,HOTEL,23,157.7415,3774.42,2922.3,461.11
8/4/24,7286,SHOW,57,79.2662,4278.64,3079.85,1198.79
8/4/24,3802,SHOW,12,49.5228,589.09,372.86,216.23
8/4/24,8139,SHOW,11,37.72,414.92,251.57,163.35
8/4/24,602,SHOW,8,53.05,424.4,271.6,152.8
8/5/24,7970,SHOW,14,65.6257,896.26,585.04,311.22
8/5/24,7899,SHOW,22,63.21,1364.2,884.4,479.8
8/5/24,8097,SHOW,42,71.394,2866.44,2060.79,805.65
8/5/24,891,HOTEL,1,339.29,339.29,254.36,50.9
8/5/24,7389,SHOW,39,89.0775,3535.28,2645.44,889.84
8/5/24,743,HOTEL,18,51.4584,919.59,622.18,216.61
8/5/24,81,SHOW,280,95.9672,26682.65,20614.23,6068.42
8/5/24,7937,SHOW,544,122.7872,62765.8,48325.69,14440.11
8/5/24,118,SHOW,169,66.0605,10664.33,6974.95,3689.38
8/5/24,883,HOTEL,1,147.46,147.46,117.05,14.75
8/5/24,709,HOTEL,4,45.46,181.84,142.24,21.82
8/5/24,7073,SHOW,109,75.691,7248.06,5191.3,2056.76
8/5/24,748,HOTEL,8,72.1505,583.08,425.88,101.86
8/5/24,93,SHOW,279,85.4464,23317.16,17657.2,5659.96
8/5/24,4300,HOTEL,11,34.0654,411.44,311.26,58.53
8/5/24,7754,SHOW,10,63.256,632.56,415.6,216.96
8/5/24,7772,SHOW,63,85.2664,5032.52,3618.11,1414.41
8/5/24,783,HOTEL,32,147.3352,5414.74,4154.91,703.92
8/5/24,4153,SHOW,27,68.5033,1734.8,1152.52,582.28
8/5/24,7448,SHOW,91,40.5675,3656.23,2597.75,1058.48
8/5/24,816,HOTEL,36,220.7829,7824.82,6005.34,1015.97
8/5/24,926,SHOW,39,108.6033,3888.88,2912.62,976.26
8/5/24,7765,HOTEL,1,134.7,134.7,106.92,13.47
8/5/24,1104,HOTEL,1,201.48,201.48,133.28,50.37
8/5/24,801,HOTEL,3,107.52,322.56,236.14,58.07
8/5/24,7810,SHOW,47,35.5783,1662.1,1165.26,496.84
8/5/24,8329,SHOW,5,48.25,241.25,151.95,89.3
8/5/24,4097,HOTEL,7,71.6257,501.38,354.96,100.28
8/5/24,7757,HOTEL,13,136.2512,1769.69,1364.71,222.38
8/5/24,594,SHOW,11,129.6233,1440.54,988.96,451.58
8/5/24,713,HOTEL,99,45.9244,5194.19,3860.62,817.09
8/5/24,7773,SHOW,24,64.7062,1480.02,1043.32,436.7
8/5/24,7602,SHOW,28,76.7645,2156.08,1576.65,579.43
8/5/24,715,HOTEL,16,364.3511,6216.45,4775.43,802.09
8/5/24,777,HOTEL,27,124.7185,4698.46,3621.78,592.1
8/5/24,7741,HOTEL,19,99.4179,1954.81,1480.84,275.84
8/5/24,8327,SHOW,11,87.496,946.83,719.28,227.55
8/5/24,726,HOTEL,61,46.1216,3135.23,2350.54,470.15
8/5/24,813,HOTEL,19,101.3229,2013.86,1509.85,302
8/5/24,4078,SHOW,17,38.4785,681.35,429.15,252.2
8/5/24,737,HOTEL,113,50.4626,6560.77,5035.68,851.47
8/5/24,2669,SHOW,118,210.5483,24376.87,18059.12,6317.75
8/5/24,5940,SHOW,219,100.4218,21645.44,16283.43,5362.01
8/5/24,7911,SHOW,5,48.2,241,151.8,89.2
8/5/24,773,HOTEL,3,47.6025,138.73,91.77,34.69
8/5/24,140,SHOW,650,112.2924,70479.02,51850.31,18628.71
8/5/24,8219,SHOW,50,38.9463,1876.68,1205.56,671.12
8/5/24,804,HOTEL,78,31.0081,2459.12,1813.84,402.55
8/5/24,7787,SHOW,116,85.3537,10032.82,7184.27,2848.55
8/5/24,7249,SHOW,107,92.0481,9627.92,6840.34,2787.58
8/5/24,2414,HOTEL,5,240.835,1347.27,1033.8,175.15
8/5/24,3440,SHOW,58,106.2937,5860.93,4054.42,1806.51
8/5/24,7657,SHOW,112,114.3617,12297.61,9302.9,2994.71
8/5/24,6996,SHOW,25,96.35,2343.35,1742.75,600.6
8/5/24,4368,SHOW,82,56.1614,4741.61,3375.11,1366.5
8/5/24,751,HOTEL,2,101.915,203.83,151.98,30.57
8/5/24,7621,SHOW,75,50.1337,3530.79,2502.38,1028.41
8/5/24,54,SHOW,578,125.4761,71542.44,56166.93,15375.51
8/5/24,742,HOTEL,146,45.0098,8041.79,6079.14,1149.21
8/5/24,800,HOTEL,8,209.69,1840.54,1430.26,218.91
8/5/24,1109,HOTEL,4,142.8466,632.6,457.52,113.86
8/5/24,8282,SHOW,443,165.9958,71594.58,58443.03,13151.55
8/5/24,2685,SHOW,6,91.7766,550.66,396.92,153.74
8/5/24,7890,SHOW,6,38.74,232.44,153,79.44
8/5/24,786,HOTEL,8,105.6283,883.66,639.1,159.06
8/5/24,7774,SHOW,40,68.9991,2767.73,1930.33,837.4
8/5/24,7697,SHOW,104,78.9618,8200.68,5524.2,2676.48
8/5/24,130,SHOW,468,126.2535,57373.01,43906.41,13466.6
8/5/24,8091,SHOW,115,36.2533,4096.44,2588.8,1507.64
8/5/24,4369,HOTEL,193,50.1562,11459.52,8638.63,1664.99
8/5/24,2292,SHOW,45,78.1411,3402.49,2289.63,1112.86
8/5/24,7286,SHOW,48,71.5153,3238.66,2302.8,935.86
8/5/24,720,HOTEL,4,65.585,262.34,197.34,39.35
8/5/24,5727,SHOW,98,59.7073,5778.22,3739.9,2038.32
8/5/24,4154,HOTEL,3,134.4733,403.42,292.74,72.61
8/5/24,3578,SHOW,29,69.116,1921.64,1263.52,658.12
8/5/24,746,HOTEL,3,66.1267,198.38,148.74,29.75
8/5/24,1729,HOTEL,4,201.5383,871.37,668.63,113.28
8/5/24,756,HOTEL,85,32.237,3106.42,2334.18,459.86
8/5/24,787,HOTEL,103,95.0657,9756.47,7338.89,1435.54
8/5/24,741,HOTEL,10,41.88,436.26,324.83,72.45
8/5/24,4116,SHOW,32,65.9437,2007.05,1326.4,680.65
8/5/24,627,SHOW,73,60.7663,3897.98,2558.45,1339.53
8/5/24,1051,HOTEL,18,307.2565,6240.18,4810.74,785.74
8/5/24,3122,SHOW,508,173.0086,85807.87,67308.49,18499.38
8/5/24,776,HOTEL,10,161.0542,2263.08,1736.52,294.21
8/5/24,8251,SHOW,22,68.23,1518,1011.92,506.08
8/5/24,1787,SHOW,24,80.3122,1842.87,1354.03,488.84
8/5/24,792,HOTEL,28,55.3981,2405.58,1803.33,360.91
8/5/24,704,HOTEL,35,100.5866,5072.9,3810.16,752.99
8/5/24,774,HOTEL,29,50.678,1549.82,1329.25,42.76
8/5/24,602,SHOW,4,62.785,270.61,176.6,94.01
8/5/24,7795,SHOW,59,83.8366,4890.8,3321.08,1569.72
8/5/24,8124,SHOW,1,80.74,80.74,58.1,22.64
8/5/24,8010,SHOW,51,131.416,7583.01,5480.7,2102.31
8/5/24,785,HOTEL,10,91.4454,878.71,658.74,131.82
8/5/24,3802,SHOW,21,47.5566,964.92,609,355.92
8/5/24,8024,HOTEL,12,198.9943,2257.42,1715.9,311.9
8/5/24,779,HOTEL,9,128.635,1206.75,926,156.87
8/5/24,7835,SHOW,311,104.775,28687.18,22536.93,6150.25
8/5/24,6942,SHOW,4,48.2,192.8,121.44,71.36
8/5/24,722,HOTEL,14,149.0618,2156.94,1622.4,317.47
8/6/24,784,HOTEL,1,75.65,75.65,56.9,11.35
8/6/24,7073,SHOW,148,73.6976,11130.65,8107.12,3023.53
8/6/24,2414,HOTEL,3,290.25,870.75,668.16,113.2
8/6/24,743,HOTEL,4,56.7783,240.67,159.76,60.16
8/6/24,7959,SHOW,22,139.2371,2755.65,2070.03,685.62
8/6/24,1104,HOTEL,4,283.1116,1277.71,845.19,319.43
8/6/24,813,HOTEL,13,93.0513,1247.05,940.56,180.65
8/6/24,2669,SHOW,69,195.0746,13342.2,9852.09,3490.11
8/6/24,7419,SHOW,8,85.13,681.04,448.14,232.9
8/6/24,7448,SHOW,105,44.1262,4449.74,3147.63,1302.11
8/6/24,7461,SHOW,36,53.8816,1848.25,1319.41,528.84
8/6/24,926,SHOW,37,109.2711,3697.84,2770.36,927.48
8/6/24,816,HOTEL,4,542.385,2169.54,1664.76,282.04
8/6/24,4078,SHOW,38,37.263,1333.19,839.7,493.49
8/6/24,2685,SHOW,14,86.6371,1212.92,870.6,342.32
8/6/24,8010,SHOW,58,136.11,6782.22,5108.6,1673.62
8/6/24,4213,HOTEL,2,192.8,385.6,289.08,57.84
8/6/24,7750,SHOW,1,64.05,64.05,40.42,23.63
8/6/24,5940,SHOW,250,102.0014,25877.86,19476.41,6401.45
8/6/24,779,HOTEL,3,143.68,441.79,339,57.43
8/6/24,5894,SHOW,16,55.165,796.92,489.72,307.2
8/6/24,7286,SHOW,56,71.2046,3796.96,2708.34,1088.62
8/6/24,788,HOTEL,3,55.2175,170.89,113.05,42.72
8/6/24,7810,SHOW,22,34.2466,788.24,553.62,234.62
8/6/24,118,SHOW,127,65.5453,7699.8,5012.45,2687.35
8/6/24,3440,SHOW,39,109.2685,3953.15,2730.17,1222.98
8/6/24,777,HOTEL,16,220.1904,4024.18,3087.89,523.15
8/6/24,93,SHOW,279,84.3151,23199.5,17597.62,5601.88
8/6/24,807,HOTEL,3,82.68,248.04,184.93,37.21
8/6/24,7937,SHOW,571,124.1208,65550.42,50459.77,15090.65
8/6/24,4300,HOTEL,2,30.335,60.67,45.49,9.1
8/6/24,715,HOTEL,9,289.8,2684.85,2060.16,349.04
8/6/24,135,SHOW,97,47.2852,4307.4,3049.14,1258.26
8/6/24,7741,HOTEL,21,106.788,2378.38,1788.11,351.01
8/6/24,792,HOTEL,9,94.6933,1009.84,757.05,151.5
8/6/24,726,HOTEL,71,54.6431,4582.3,3454.55,665.51
8/6/24,741,HOTEL,12,56.327,847.33,628.15,143.79
8/6/24,7586,SHOW,120,84.5383,9166.84,6326.47,2840.37
8/6/24,756,HOTEL,26,38.0532,1331.73,1000.49,197.37
8/6/24,783,HOTEL,6,146.665,889.01,698.16,97.43
8/6/24,737,HOTEL,48,92.1056,5055.44,3879.2,657.23
8/6/24,7911,SHOW,10,64.6,646,423.6,222.4
8/6/24,627,SHOW,67,50.255,3328.28,2152.4,1175.88
8/6/24,6995,SHOW,20,46.2166,870.2,528.72,341.48
8/6/24,7757,HOTEL,3,178.9175,580.97,461.16,58.1
8/6/24,7773,SHOW,21,64.4544,1314.62,927.79,386.83
8/6/24,8251,SHOW,7,67.02,471.56,312.52,159.04
8/6/24,722,HOTEL,10,266.1633,3223.13,2416.37,483.44
8/6/24,7687,SHOW,29,73.1318,2148.36,1443.03,705.33
8/6/24,130,SHOW,442,121.2577,53010.26,40590.49,12419.77
8/6/24,710,HOTEL,4,43.875,175.5,124.8,35.1
8/6/24,4369,HOTEL,196,75.8687,18438.52,13850.49,2734.75
8/6/24,1109,HOTEL,5,141.3975,753.33,554.9,124.19
8/6/24,8139,SHOW,6,52,312,192.18,119.82
8/6/24,2292,SHOW,51,78.6636,3945.48,2660.25,1285.23
8/6/24,8024,HOTEL,11,245.5223,2712.36,2033.45,406.83
8/6/24,7853,SHOW,200,97.7373,18449.67,12683.64,5766.03
8/6/24,7754,SHOW,22,65.8166,1444.37,955.92,488.45
8/6/24,4153,SHOW,19,66.0628,1165.88,764.04,401.84
8/6/24,1815,SHOW,31,107.9675,3416.03,2490,926.03
8/6/24,3813,SHOW,59,87.4944,4980.49,3502.51,1477.98
8/6/24,785,HOTEL,8,56.1775,441.95,339.92,56.54
8/6/24,774,HOTEL,18,201.1679,3883.54,2979.92,504.88
8/6/24,4116,SHOW,8,65.428,548.18,367.6,180.58
8/6/24,7970,SHOW,23,64.6325,1480.48,970.28,510.2
8/6/24,804,HOTEL,67,44.7614,3847.21,2812.98,657.83
8/6/24,745,HOTEL,2,54.235,108.47,81.6,16.27
8/6/24,8282,SHOW,590,153.867,90566.47,73567.51,16998.96
8/6/24,7389,SHOW,85,81.4314,6964.19,5164.87,1799.32
8/6/24,787,HOTEL,80,137.2009,11832.43,8895.69,1746.48
8/6/24,8219,SHOW,65,41.3441,2558.66,1644.7,913.96
8/6/24,7899,SHOW,17,61.7985,1042.71,675.25,367.46
8/6/24,7787,SHOW,107,93.4634,9936.37,7140.19,2796.18
8/6/24,3578,SHOW,69,73.525,4854.24,3215.66,1638.58
8/6/24,1878,SHOW,48,76.0231,3684.11,2407.1,1277.01
8/6/24,1729,HOTEL,8,373.1612,2985.29,2290.71,388.08
8/6/24,748,HOTEL,19,103.8192,1848.69,1374.38,295.68
8/6/24,1051,HOTEL,2,593.2,1186.4,910.36,154.24
8/6/24,713,HOTEL,24,38.025,1285.69,965.41,191.1
8/6/24,8378,SHOW,28,80.5372,2205.72,1436.85,768.87
8/6/24,7836,SHOW,18,58.3616,1038.66,675.1,363.56
8/6/24,8124,SHOW,1,76.43,76.43,55.12,21.31
8/6/24,742,HOTEL,87,86.3616,8839.45,6661.09,1287.17
8/6/24,3802,SHOW,10,50.3775,494.34,313.7,180.64
8/6/24,8091,SHOW,97,36.3266,3185.44,2009.6,1175.84
8/6/24,1787,SHOW,101,86.7744,8412.61,6211.19,2201.42
8/6/24,1549,HOTEL,2,113.905,227.81,171.36,34.17
8/6/24,7774,SHOW,85,68.2452,5751.18,3989.5,1761.68
8/6/24,2088,SHOW,2,42.35,84.7,51.36,33.34
8/6/24,140,SHOW,829,113.2494,91014.68,66594.58,24420.1
8/6/24,709,HOTEL,3,50.5867,151.76,118.72,18.2
8/6/24,704,HOTEL,26,103.9782,3205.38,2421.09,460.33
8/6/24,7602,SHOW,47,67.3612,3091.57,2227.19,864.38
8/6/24,7795,SHOW,52,79.2805,3886.77,2608.88,1277.89
8/6/24,3053,SHOW,138,43.497,5872.49,3740.3,2132.19
8/6/24,54,SHOW,463,142.0812,63527.72,49932.78,13594.94
8/6/24,7621,SHOW,57,47.3162,2592.91,1836.96,755.95
8/6/24,790,HOTEL,1,175.38,175.38,131.92,26.31
8/6/24,7765,HOTEL,6,180.865,1221.41,948.77,145.69
8/6/24,786,HOTEL,8,135.0178,1122.72,811.99,202.08
8/6/24,7665,SHOW,5,20.87,103.13,63.8,39.33
8/7/24,798,HOTEL,2,72.325,144.65,108.8,21.7
8/7/24,7757,HOTEL,6,188.576,1164.64,881.07,165.68
8/7/24,93,SHOW,292,90.863,25302.86,19155.94,6146.92
8/7/24,792,HOTEL,17,70.1141,1436.46,1077.66,214.64
8/7/24,785,HOTEL,10,141.173,1641.66,1248.04,226.63
8/7/24,801,HOTEL,2,217.56,435.12,318.57,78.32
8/7/24,2669,SHOW,153,213.5371,32259.77,23815.57,8444.2
8/7/24,713,HOTEL,41,166.2778,7263.33,5459.24,1073.67
8/7/24,7073,SHOW,121,72.6988,9002.19,6527.12,2475.07
8/7/24,773,HOTEL,10,127.0556,1501.27,1125.58,225.09
8/7/24,726,HOTEL,168,90.1768,14328.97,10742.79,2148.66
8/7/24,2414,HOTEL,6,620.9516,4216.68,3235.6,548.17
8/7/24,1787,SHOW,45,79.992,3368.31,2453.02,915.29
8/7/24,7772,SHOW,65,79.6726,5464.4,3948.4,1516
8/7/24,883,HOTEL,5,176.708,883.54,701.36,88.35
8/7/24,813,HOTEL,30,162.6259,5382.51,4053.3,786.88
8/7/24,3440,SHOW,57,105.9971,6039.94,4184.11,1855.83
8/7/24,716,HOTEL,1,66.37,66.37,44.25,16.59
8/7/24,4369,HOTEL,514,129.7682,70822.74,53205.4,10498.22
8/7/24,709,HOTEL,3,95.2167,285.65,223.44,34.28
8/7/24,8139,SHOW,1,37.72,37.72,22.87,14.85
8/7/24,118,SHOW,272,65.2192,16498.4,10700.8,5797.6
8/7/24,54,SHOW,736,142.0676,101115,79590.97,21524.03
8/7/24,2685,SHOW,23,90.8775,2052.03,1472.14,579.89
8/7/24,7448,SHOW,126,42.6907,5285.75,3739.28,1546.47
8/7/24,807,HOTEL,8,97.63,781.04,582.34,117.16
8/7/24,7446,HOTEL,4,314.95,1259.8,1000.01,125.99
8/7/24,745,HOTEL,1,54.24,54.24,40.8,8.14
8/7/24,4078,SHOW,45,39.549,1692.71,1066.15,626.56
8/7/24,135,SHOW,63,45.54,2898.72,1982.22,916.5
8/7/24,783,HOTEL,19,202.8438,3935.57,3031.64,498.3
8/7/24,4300,HOTEL,5,118.348,591.74,443.62,88.77
8/7/24,7911,SHOW,10,62.92,632.56,415.6,216.96
8/7/24,741,HOTEL,19,113.6121,2463.29,1845.45,396.37
8/7/24,7795,SHOW,68,69.1794,4569.76,3039.02,1530.74
8/7/24,777,HOTEL,22,390.3043,8453.29,6498.67,1085.08
8/7/24,7688,SHOW,61,82.15,4370.54,3156.23,1214.31
8/7/24,784,HOTEL,9,190.3305,1915.82,1441.12,287.35
8/7/24,704,HOTEL,34,159.0977,5691.46,4310.75,803.94
8/7/24,1549,HOTEL,1,113.91,113.91,85.68,17.09
8/7/24,800,HOTEL,5,402.8541,2216.67,1722.63,263.55
8/7/24,7389,SHOW,84,91.1428,7439.08,5531.61,1907.47
8/7/24,776,HOTEL,5,429.166,2145.83,1646.56,278.96
8/7/24,92,SHOW,51,88.255,4483.86,3348.57,1135.29
8/7/24,787,HOTEL,74,170.0241,12741.3,9593.1,1864.63
8/7/24,720,HOTEL,6,52.96,317.76,243.21,42.93
8/7/24,5727,SHOW,89,60.0095,5556.51,3619.95,1936.56
8/7/24,756,HOTEL,19,122.0668,2229.49,1683.66,320.57
8/7/24,130,SHOW,384,120.371,45551.83,34829.23,10722.6
8/7/24,748,HOTEL,38,138.2048,5623.86,4107.92,981.98
8/7/24,779,HOTEL,6,237.3316,1423.99,1102.68,173.78
8/7/24,710,HOTEL,2,94.95,189.9,135.04,37.98
8/7/24,3578,SHOW,62,73.2206,4525.95,3001.27,1524.68
8/7/24,1654,SHOW,69,142.7114,9810.7,7617.38,2193.32
8/7/24,7899,SHOW,14,66.5033,942,614.2,327.8
8/7/24,6940,HOTEL,9,55.5319,547.61,402.23,93.1
8/7/24,4097,HOTEL,8,74.7625,601.29,425.68,120.27
8/7/24,1109,HOTEL,6,216.901,1692.37,1248.68,276.63
8/7/24,743,HOTEL,44,69.5075,3430.92,2331.23,796.73
8/7/24,8329,SHOW,18,48.25,868.5,547.02,321.48
8/7/24,7773,SHOW,37,64.6085,2294.28,1618.13,676.15
8/7/24,786,HOTEL,14,246.5516,3677.69,2696.03,620.95
8/7/24,715,HOTEL,14,474.8426,7249.54,5562.78,942.43
8/7/24,8251,SHOW,22,68.472,1459.92,963.92,496
8/7/24,7741,HOTEL,4,380.955,1523.82,1209.6,152.38
8/7/24,8091,SHOW,104,41.519,4051.14,2564.8,1486.34
8/7/24,926,SHOW,65,108.302,6476.52,4847.13,1629.39
8/7/24,4153,SHOW,40,63.9,2558.8,1696,862.8
8/7/24,7586,SHOW,94,82.6946,7223.8,4998.75,2225.05
8/7/24,7787,SHOW,148,92.7547,14041.96,10096.07,3945.89
8/7/24,7774,SHOW,73,68.5109,4938.39,3427.4,1510.99
8/7/24,4368,SHOW,106,54.7233,5889.82,4180.24,1709.58
8/7/24,804,HOTEL,146,90.8839,15767.48,11574.4,2644.47
8/7/24,7959,SHOW,27,122.3925,2911.82,2174.09,737.73
8/7/24,775,HOTEL,7,94.845,742.64,558.62,111.4
8/7/24,742,HOTEL,107,156.8399,17788.97,13459.38,2528.74
8/7/24,8124,SHOW,2,80.74,161.48,116.2,45.28
8/7/24,7970,SHOW,21,68.63,1489.5,989.56,499.94
8/7/24,8378,SHOW,34,77.7563,2645.24,1721.66,923.58
8/7/24,2292,SHOW,56,82.83,4811.27,3303.96,1507.31
8/7/24,7754,SHOW,30,65.863,1879.67,1338,541.67
8/7/24,8027,SHOW,8,44.45,355.6,215.6,140
8/7/24,6996,SHOW,14,95.42,1372.25,1025.59,346.66
8/7/24,5940,SHOW,234,106.0525,24390.52,18336.59,6053.93
8/7/24,1872,SHOW,95,211.2542,19727.45,15575.86,4151.59
8/7/24,7853,SHOW,128,92.3377,11526.02,7901.14,3624.88
8/7/24,4116,SHOW,47,66.1781,3050.36,2027.65,1022.71
8/7/24,3053,SHOW,99,41.7218,4080.5,2577.85,1502.65
8/7/24,3802,SHOW,19,53.705,983.69,625.55,358.14
8/7/24,746,HOTEL,2,81.065,162.13,121.55,24.32
8/7/24,790,HOTEL,2,122.04,244.08,183.6,36.61
8/7/24,7697,SHOW,114,74.9811,8088.42,5405.49,2682.93
8/7/24,1729,HOTEL,11,288.9295,3314.03,2560.08,411.41
8/7/24,737,HOTEL,47,159.8052,8245.75,6327.21,1071.97
8/7/24,722,HOTEL,8,338.461,3205.82,2403.37,480.87
8/7/24,599,SHOW,641,236.1871,147457.28,121417.61,26039.67
8/7/24,8024,HOTEL,18,293.6961,5713.93,4317.47,818.78
8/7/24,5894,SHOW,16,67.5216,1064.36,677.6,386.76
8/7/24,788,HOTEL,8,126.375,1011,662.23,260.17
8/7/24,2088,SHOW,15,46.99,716.45,438.12,278.33
8/7/24,8219,SHOW,47,41.0181,1775.36,1142.98,632.38
8/7/24,816,HOTEL,17,344.6399,5970.76,4589.16,767.56
8/7/24,81,SHOW,318,96.1812,30554.89,23586.06,6968.83
8/7/24,7621,SHOW,106,49.8425,5016.94,3554.68,1462.26
